!prob.|identifier|coord1 (ICRS,J2000)|plx|radvel|Mag U|Mag B|Mag V|Mag R|Mag G|Mag I|Mag J|Mag H|Mag K|spec. type
!------|-----------------------------------|---------------------------------------|---------|-------------|---------|---------|---------|---------|---------|---------|---------|---------|---------|---------------
100|[BVM98] M 67 54|08 51 04.43 +11 41 51.6|~|~|~|21.02|19.36|~|~|~|~|~|~|~
100|UCAC4 504-048599|08 45 03.2278117277 +10 44 42.609995010|1.3083|54.066502|~|16.697|15.646|15.382|15.359432|~|13.923|13.446|13.300|~
100|UCAC4 504-048600|08 45 03.5529180970 +10 39 35.911060512|1.3283|-22.173300|~|16.246|15.301|15.157|15.145637|~|13.807|13.339|13.260|~
100|UCAC4 504-048613|08 45 19.8247857543 +10 39 14.413334797|2.0582|-38.754398|~|13.344|12.701|12.549|12.565651|~|11.533|11.220|11.185|~
100|UCAC4 504-048627|08 45 33.7444059402 +10 37 14.404406787|1.3169|-3.527690|~|13.476|12.803|13.216|13.219978|~|12.073|11.760|11.693|~
100|UCAC4 504-048662|08 46 26.2730391053 +10 39 22.329317665|0.8381|70.746498|~|13.773|12.683|12.406|12.367608|~|10.742|10.189|10.071|~
100|UCAC4 504-048684|08 47 17.1324959171 +10 47 22.744789961|3.5706|33.866798|~|14.170|13.272|13.049|13.063918|~|11.780|11.355|11.244|~
100|UCAC4 504-048690|08 47 22.6942797819 +10 43 13.497436217|2.2254|5.965220|~|15.347|14.412|14.159|14.166266|~|12.837|12.377|12.299|~
100|UCAC4 504-048706|08 47 50.9311446187 +10 47 06.290344963|2.0703|-2.125700|~|17.271|15.923|15.352|15.563587|~|13.827|13.235|13.091|~
100|UCAC4 504-048731|08 48 16.8410735483 +10 45 54.618994646|4.0789|1.664730|~|14.798|13.773|13.578|13.496630|~|11.954|11.412|11.316|~
100|UCAC4 504-048744|08 48 42.3501620204 +10 43 01.181903840|0.1579|64.331200|~|15.278|14.244|14.116|13.981691|~|12.495|11.948|11.872|~
100|UCAC4 504-048752|08 49 05.8874715610 +10 39 34.791075652|0.4874|87.826698|~|13.431|12.345|12.117|12.051204|~|10.462|9.917|9.813|~
100|UCAC4 504-048755|08 49 10.5058115548 +10 46 08.772684410|3.0003|1.826030|~|16.735|15.377|15.089|14.828983|~|12.944|12.304|12.176|~
100|UCAC4 504-048759|08 49 11.9262112580 +10 43 25.809409536|4.7424|68.787399|~|15.992|14.649|14.247|14.121748|~|12.220|11.600|11.452|M1.4
100|UCAC4 504-048767|08 49 28.9076707451 +10 36 01.504254752|0.7453|12.209000|~|14.788|13.845|13.567|13.568630|~|12.126|11.637|11.558|~
100|UCAC4 504-048768|08 49 29.3921665896 +10 46 32.092799088|1.1113|~|~|16.73|15.72|15.41|15.457058|~|14.108|13.710|13.565|~
100|UCAC4 504-048769|08 49 30.6434461091 +10 45 42.100496751|10.4308|60.730598|~|16.902|15.301|14.863|14.290327|~|11.658|11.052|10.795|M2.9
100|UCAC4 504-048779|08 49 49.4135069953 +10 45 34.161203349|2.4391|4.730960|~|17.438|15.734|15.263|15.116775|~|13.108|12.455|12.243|~
100|UCAC4 504-048809|08 50 38.3818793393 +10 44 56.128860617|0.2982|28.823000|~|14.027|12.730|12.368|12.317964|~|10.496|9.833|9.680|~
100|UCAC4 504-048845|08 51 32.8914302880 +10 47 28.630240512|1.1226|~|~|14.595|13.961|13.860|13.794353|~|12.838|12.575|12.521|~
100|UCAC4 504-048847|08 51 34.9561999128 +10 44 40.536489644|0.5823|57.345299|~|13.598|12.613|12.354|12.281753|~|10.705|10.177|10.066|~
100|UCAC4 504-048863|08 51 54.5660585994 +10 38 04.001639048|3.0345|24.520399|~|15.733|14.586|14.188|14.139208|~|12.467|11.922|11.796|~
100|UCAC4 504-048876|08 52 14.3634503955 +10 38 52.020623928|2.1400|-4.551110|~|15.913|14.950|14.657|14.650379|~|13.197|12.707|12.582|~
100|UCAC4 504-048880|08 52 17.0198707032 +10 47 10.125543156|0.4435|35.715000|~|15.165|14.212|13.991|13.908536|~|12.403|11.923|11.832|~
100|UCAC4 504-048969|08 54 19.0730769730 +10 43 52.954593437|0.6252|17.087099|~|15.335|14.419|14.182|14.157237|~|12.769|12.300|12.208|~
100|UCAC4 504-049009|08 55 17.7409458122 +10 45 48.237358967|2.2420|29.897699|~|16.708|15.620|15.208|15.190923|~|13.519|12.867|12.761|~
100|UCAC4 504-049041|08 56 01.1896867392 +10 47 17.329526304|1.1873|~|~|15.84|15.08|14.96|14.837361|~|13.648|13.299|13.161|~
100|UCAC4 505-049083|08 44 01.9079969824 +10 59 46.707530892|2.7602|111.420998|~|13.139|12.434|12.220|12.253990|~|11.131|10.802|10.787|~
100|UCAC4 505-049099|08 44 29.2893961662 +10 57 11.587481258|2.2110|51.339001|~|14.618|~|13.692|13.672332|~|12.518|12.147|12.073|~
100|UCAC4 505-049100|08 44 29.3341958514 +10 50 57.213757920|0.6923|31.788000|~|15.974|15.158|15.024|14.928413|~|13.845|13.456|13.408|~
100|UCAC4 505-049114|08 44 50.3148976236 +10 57 47.409449806|1.0074|7.664670|~|14.652|13.974|14.325|14.363153|~|13.236|12.913|12.865|~
100|UCAC4 505-049124|08 44 57.0113938359 +10 55 37.274876879|0.3544|71.680099|~|15.856|14.925|14.621|14.661510|~|13.224|12.727|12.670|~
100|UCAC4 505-049127|08 44 58.9714732039 +10 48 04.571220994|1.3916|63.555901|~|14.173|13.587|13.449|13.452441|~|12.479|12.171|12.148|~
100|UCAC4 505-049131|08 45 02.5182892670 +10 49 06.157072131|0.4662|15.081300|~|14.396|13.622|13.407|13.877097|~|12.122|11.723|11.628|~
100|UCAC4 505-049141|08 45 12.3775955182 +10 57 37.110001504|0.2300|57.501202|~|15.260|14.145|13.855|13.826158|~|12.195|11.629|11.556|~
100|UCAC4 505-049144|08 45 18.3404783700 +10 49 08.444696444|5.1032|31.301600|~|14.099|12.978|12.593|12.590916|~|10.952|10.346|10.263|~
100|UCAC4 505-049159|08 45 28.3950507261 +10 56 36.172412820|0.9174|0.111320|~|16.510|15.564|15.471|15.412684|~|14.182|13.772|13.708|~
100|UCAC4 505-049161|08 45 32.2091749049 +10 57 32.253538167|1.6148|-48.096802|~|14.251|13.653|13.442|13.475639|~|12.443|12.117|12.067|~
100|UCAC4 505-049162|08 45 33.7321459586 +10 58 58.660441883|1.0655|-15.255500|~|13.690|13.109|12.927|12.954565|~|11.996|11.717|11.670|~
100|UCAC4 505-049222|08 46 49.5519608189 +10 50 45.088300957|0.4538|47.856800|~|15.336|~|14.060|14.096174|~|12.619|12.105|11.971|~
100|UCAC4 505-049235|08 47 09.0763828337 +10 48 51.816828682|1.7948|28.357700|~|16.040|15.010|14.718|14.713579|~|13.279|12.779|12.712|~
100|UCAC4 505-049238|08 47 14.7095477388 +10 49 16.225365732|4.2053|-8.378600|~|16.390|15.003|14.370|14.420930|~|12.530|11.836|11.666|M0.8
100|UCAC4 505-049253|08 47 31.6268198499 +10 52 18.446442214|4.4416|7.43|~|16.383|15.042|14.586|14.387582|~|12.297|11.633|11.442|M0.9
100|UCAC4 505-049265|08 47 41.4042912098 +10 48 44.186911040|3.4824|-45.939999|~|16.201|14.866|14.335|14.339725|~|12.372|11.747|11.599|~
100|UCAC4 505-049267|08 47 43.4092697304 +10 58 14.082617388|1.139|38.99|~|15.01|14.35|14.03|14.155019|~|13.031|12.706|12.613|~
100|UCAC4 505-049302|08 48 23.9864229178 +10 48 44.993688146|1.4478|29.780899|~|14.000|13.359|13.279|13.210150|~|12.201|11.862|11.818|~
100|UCAC4 505-049307|08 48 28.5072677225 +10 55 03.667545769|1.5922|-12.919200|~|16.951|15.891|15.252|15.581574|~|14.012|13.491|13.369|~
100|UCAC4 505-049309|08 48 30.6968898445 +10 50 55.556997469|2.1566|-44.758400|~|13.419|12.824|12.782|12.707432|~|11.781|11.474|11.458|~
100|UCAC4 505-049326|08 48 47.3167339410 +10 53 54.297732489|3.5901|1.461530|~|15.678|14.512|14.150|14.090695|~|12.377|11.794|11.648|~
100|UCAC4 505-049350|08 49 17.0587077264 +10 52 40.343755836|1.1136|~|~|16.56|15.64|15.56|15.398194|~|14.094|13.621|13.578|~
100|UCAC4 505-049395|08 50 26.0579038008 +10 48 34.249218408|0.4856|-22.537100|~|14.458|13.506|13.271|13.237037|~|11.789|11.273|11.182|~
100|UCAC4 505-049447|08 51 24.4521242683 +10 57 07.895727526|0.7481|66.281601|~|14.641|13.730|13.410|13.449330|~|12.031|11.586|11.471|~
100|UCAC4 505-049482|08 52 20.1263865144 +10 58 01.847736876|1.0568|~|~|15.747|14.958|15.198|15.091007|~|13.905|13.511|13.448|~
100|UCAC4 505-049518|08 53 02.4895916531 +10 52 15.501225775|24.1894|10.673500|~|16.309|14.776|14.367|13.553082|~|10.807|10.290|10.012|~
85|UCAC4 505-049552|08 53 42.1576334208 +10 55 41.064202992|1.1342|~|~|~|~|~|18.188822|~|15.934|15.221|14.959|~
100|UCAC4 505-049576|08 54 10.5813467527 +10 49 35.682581637|1.4555|33.154499|~|~|~|16.287|15.937103|~|13.933|13.250|13.073|~
100|UCAC4 505-049617|08 55 14.2124518248 +10 57 55.741471020|0.7634|-16.773600|~|~|12.892|12.591|12.560181|~|10.917|10.347|10.228|~
100|UCAC4 505-049627|08 55 31.4353460186 +10 58 09.746292566|3.2162|-11.789700|~|16.936|15.646|15.321|15.087220|~|13.156|12.475|12.358|M1.4
100|UCAC4 505-049642|08 55 54.7366065335 +10 57 50.612371637|1.7445|61.896702|~|17.287|15.994|15.471|15.552737|~|13.837|13.238|13.121|~
100|UCAC4 506-048145|08 43 31.5303808789 +11 08 56.112210870|3.9338|-11.927500|~|14.459|13.505|13.153|13.200164|~|11.743|11.284|11.189|~
100|UCAC4 506-048148|08 43 34.9997639219 +11 10 32.131347554|1.1460|-1.830510|~|17.194|16.211|15.746|15.809173|~|14.069|13.450|13.388|~
100|UCAC4 506-048153|08 43 39.8031051094 +11 09 41.787648384|0.4358|17.328800|~|15.402|14.399|14.114|14.093000|~|12.580|12.064|11.951|~
100|UCAC4 506-048154|08 43 40.6842200396 +11 09 16.188140191|1.8895|-4.884860|~|14.411|13.728|13.521|13.565783|~|12.456|12.122|12.081|~
100|UCAC4 506-048155|08 43 43.0464867076 +11 03 08.717708543|2.5171|25.132999|~|13.600|12.930|12.747|12.786426|~|11.775|11.431|11.384|~
100|UCAC4 506-048173|08 43 55.8558709169 +11 04 32.136600287|1.1996|64.984398|~|16.797|15.799|15.521|15.583073|~|14.210|13.737|13.543|~
100|UCAC4 506-048175|08 43 57.1073022539 +11 11 43.380016990|3.4792|15.355200|~|16.754|15.416|14.738|14.783155|~|12.815|12.117|11.964|~
100|UCAC4 506-048189|08 44 08.4406988449 +11 10 42.364242810|0.9093|69.264000|~|15.546|14.954|14.774|14.746908|~|13.712|13.394|13.365|~
100|UCAC4 506-048193|08 44 12.6683726389 +11 11 04.052400318|2.6306|40.132999|~|13.603|13.011|12.835|12.813539|~|11.793|11.405|11.407|~
100|UCAC4 506-048202|08 44 23.9794857041 +11 06 17.419829253|0.6723|13.321700|~|15.436|14.773|14.636|14.677688|~|13.629|13.350|13.295|~
100|UCAC4 506-048213|08 44 35.0440678761 +11 09 07.175597624|0.0110|25.402901|~|15.395|14.097|13.687|13.615764|~|11.690|10.995|10.840|~
100|UCAC4 506-048231|08 45 08.3880782893 +11 10 22.172302577|3.6881|29.590700|~|16.250|14.953|14.427|14.392039|~|12.525|11.860|11.739|~
100|UCAC4 506-048265|08 45 55.9826091024 +11 04 58.054763748|1.1556|~|~|17.75|16.67|16.05|16.111292|~|14.266|13.569|13.465|~
100|UCAC4 506-048275|08 46 10.3037847781 +11 06 58.298776860|0.5948|-16.217699|~|14.568|13.712|13.402|13.435873|~|12.035|11.528|11.470|~
100|UCAC4 506-048281|08 46 16.7915587964 +11 03 06.743748805|0.2252|76.437798|~|14.028|12.511|11.992|11.866245|~|9.680|8.847|8.617|~
100|UCAC4 506-048290|08 46 24.5176653728 +11 09 02.720801876|0.0957|104.614998|~|15.984|15.186|15.614|15.601852|~|14.198|13.730|13.628|~
100|UCAC4 506-048291|08 46 24.5923825089 +11 11 32.118939793|0.7236|1.23|~|14.887|13.949|13.567|13.630477|~|12.172|11.676|11.563|~
100|UCAC4 506-048297|08 46 28.7346952180 +11 10 18.366795369|0.4787|64.928398|~|15.247|14.308|13.949|13.983748|~|12.494|12.012|11.892|~
100|UCAC4 506-048305|08 46 35.5148540231 +11 07 02.718779474|1.8227|29.057600|~|15.881|14.961|14.626|14.698743|~|13.351|12.884|12.775|~
100|UCAC4 506-048325|08 47 06.0533072253 +11 11 03.913256139|0.9784|-35.386299|~|13.684|12.649|12.282|12.298010|~|10.690|10.138|10.027|~
100|UCAC4 506-048330|08 47 12.7602057013 +11 00 08.893304969|2.8695|-8.848680|~|14.501|13.706|13.463|13.484913|~|12.245|11.784|11.725|~
100|UCAC4 506-048337|08 47 17.8372189425 +11 04 02.788224295|1.8977|30.373600|~|16.668|15.602|15.148|15.179493|~|13.564|12.996|12.881|~
100|UCAC4 506-048370|08 48 01.9781715660 +11 11 08.266448003|1.3710|92.784103|~|17.766|16.478|~|15.941072|~|13.898|13.244|13.052|~
100|UCAC4 506-048691|08 54 46.0958132520 +11 01 08.068736424|1.0973|35.05|~|14.99|14.35|14.27|14.169642|~|13.142|12.867|12.791|~
100|UCAC4 506-048715|08 55 22.6290366259 +11 07 37.455917531|2.9381|-6.085930|~|~|16.499|16.045|15.700129|~|13.688|13.001|12.825|M1.6
100|UCAC4 506-048754|08 56 17.7917662615 +11 11 02.541039408|0.0242|61.884201|~|16.812|15.696|15.638|15.363062|~|13.761|13.072|12.998|~
100|UCAC4 507-047057|08 43 26.5210149761 +11 13 37.706217207|1.3671|84.355202|~|14.314|13.672|13.445|13.500706|~|12.415|12.149|12.061|~
100|UCAC4 507-047079|08 43 46.4652081264 +11 19 42.430227240|1.2002|~|~|14.32|13.79|13.63|13.606074|~|12.674|12.383|12.328|~
100|UCAC4 507-047091|08 44 03.1187575375 +11 21 50.006348229|3.2506|2.592870|~|13.975|13.192|12.924|12.985342|~|11.622|11.184|11.106|~
100|UCAC4 507-047092|08 44 04.4008564323 +11 13 46.761011397|1.1365|25.742399|~|14.196|13.585|13.426|13.414549|~|12.345|12.053|12.018|~
100|UCAC4 507-047095|08 44 09.7274156875 +11 16 03.390341311|1.9971|-32.578999|~|13.908|13.378|13.203|13.174044|~|12.184|11.875|11.824|~
100|UCAC4 507-047096|08 44 09.9230084376 +11 23 07.809769392|4.3008|81.677696|~|15.66|14.52|14.07|14.004680|~|12.286|11.570|11.506|K7V
100|UCAC4 507-047098|08 44 12.2573841187 +11 21 24.073612350|3.8769|55.172401|~|15.074|14.084|13.644|13.649833|~|12.073|11.512|11.398|~
100|UCAC4 507-047121|08 44 32.5893455938 +11 16 49.986426611|2.1934|-0.30|~|14.396|13.766|13.552|13.553813|~|12.409|12.003|11.953|~
100|UCAC4 507-047127|08 44 42.3190333534 +11 15 41.557071649|4.6872|7.67|~|16.926|15.693|15.149|14.861970|~|12.663|12.038|11.841|M1.5
100|UCAC4 507-047128|08 44 44.1150773925 +11 14 59.521208367|0.1626|91.129501|~|15.600|14.555|14.245|14.179087|~|12.530|11.994|11.834|~
100|UCAC4 507-047132|08 44 51.1926628095 +11 19 32.880619561|1.3747|30.438999|~|13.950|13.434|13.278|13.239589|~|12.265|11.963|11.922|~
100|UCAC4 507-047136|08 44 55.0366941662 +11 16 15.272934752|4.3779|-5.853910|~|17.069|15.753|15.204|15.015689|~|12.830|12.125|12.002|M1.4
100|UCAC4 507-047138|08 44 58.2702250221 +11 15 16.423393060|0.9265|63.320801|~|16.140|15.515|15.212|15.241365|~|14.086|13.744|13.675|~
100|UCAC4 507-047153|08 45 09.9530736229 +11 16 46.154596357|2.2777|46.911499|~|15.083|14.265|13.989|13.953835|~|12.640|12.177|12.112|~
100|UCAC4 507-047155|08 45 11.2192646604 +11 13 42.144068608|2.4190|72.129204|~|13.814|13.212|12.965|13.012031|~|11.801|11.433|11.315|~
100|UCAC4 507-047161|08 45 13.1341101585 +11 15 33.177856085|3.9948|69.663696|~|15.795|14.595|14.110|14.032943|~|12.228|11.571|11.442|~
100|UCAC4 507-047170|08 45 24.1062987111 +11 21 09.713125056|0.3142|49.721100|~|15.564|14.793|14.296|14.491885|~|13.104|12.599|12.570|~
100|UCAC4 507-047177|08 45 36.6328957332 +11 15 52.527193154|2.3189|-51.809601|~|~|~|~|16.417412|~|14.082|13.422|13.218|M1.2
100|UCAC4 507-047203|08 46 04.1960985752 +11 19 07.621547277|2.0989|24.96|~|14.558|13.777|13.461|13.500357|~|12.222|11.740|11.687|~
100|UCAC4 507-047220|08 46 27.5506556262 +11 22 00.002468795|0.2291|66.331001|~|16.229|15.354|15.082|15.100740|~|13.787|13.283|13.214|~
100|UCAC4 507-047232|08 46 46.7351128096 +11 18 14.875073420|0.2576|33.508400|~|14.885|13.899|13.484|13.509746|~|11.913|11.357|11.245|~
100|UCAC4 507-047248|08 47 09.1948599517 +11 16 14.921664548|2.7921|-52.542198|~|17.014|15.756|15.238|15.171704|~|13.308|12.693|12.475|~
87|UCAC4 507-047632|08 54 16.6713920688 +11 21 46.997860310|1.2732|~|~|16.28|15.42|14.96|15.2035|~|13.705|13.208|13.112|~
100|UCAC4 507-047636|08 54 18.9266443512 +11 22 22.603675188|1.1928|~|~|18.15|16.53|~|16.256863|~|14.640|14.150|14.032|~
100|UCAC4 507-047674|08 55 11.3442438724 +11 12 44.449850587|3.5518|25.783001|~|14.734|13.808|13.524|13.470633|~|12.038|11.545|11.434|~
100|UCAC4 507-047694|08 55 39.4202144380 +11 12 56.580806935|2.4979|2.594760|~|~|~|~|16.200796|~|13.880|13.187|12.939|M0.8
70|UCAC4 507-047709|08 56 02.7566518344 +11 17 03.395661648|1.3712|~|~|~|~|~|16.794184|~|14.798|14.075|14.086|~
100|UCAC4 507-047712|08 56 06.9601740144 +11 19 32.124111060|1.1189|~|~|14.58|13.85|14.18|13.942378|~|12.907|12.581|12.572|~
100|UCAC4 507-047725|08 56 24.7964857447 +11 21 29.605867536|1.5848|39.316002|~|16.204|15.201|14.994|14.825409|~|13.312|12.793|12.614|~
61|UCAC4 507-047742|08 56 45.9752582616 +11 16 41.940758496|0.7832|~|~|16.26|15.56|15.39|15.309909|~|14.172|13.821|13.763|~
100|UCAC4 508-048803|08 43 09.3236959833 +11 26 23.261512583|1.7806|-26.518101|~|13.866|13.344|13.196|13.178410|~|12.239|11.979|11.914|~
100|UCAC4 508-048811|08 43 14.8737667267 +11 25 13.289801435|1.1187|-14.029800|~|12.545|11.437|11.084|11.111526|~|9.476|8.922|8.812|~
100|UCAC4 508-048816|08 43 38.3660458536 +11 25 24.362062176|1.0595|~|~|17.64|16.52|16.03|16.124981|~|14.544|13.978|13.843|~
100|UCAC4 508-048819|08 43 43.2171922210 +11 34 19.864850986|1.1135|11.972900|~|16.343|15.554|15.387|15.276031|~|14.031|13.693|13.514|~
100|UCAC4 508-048823|08 43 45.7066066752 +11 27 33.413652432|0.5466|75.015503|~|14.815|13.656|13.276|13.283072|~|11.597|11.028|10.890|~
100|UCAC4 508-048825|08 43 46.4514590570 +11 26 04.598946561|5.5732|20.940901|~|~|~|~|16.171282|~|13.668|13.098|12.860|M3.4
100|UCAC4 508-048831|08 43 57.1570740237 +11 33 49.701529397|1.1259|-10.395300|~|14.243|13.642|13.460|13.446039|~|12.342|12.030|11.974|~
100|UCAC4 508-048841|08 44 11.0310339472 +11 33 55.622113127|1.3016|-21.009701|~|14.153|13.627|13.443|13.673720|~|12.389|12.075|12.006|~
100|UCAC4 508-048843|08 44 16.0761538286 +11 26 51.546334579|3.7816|55.319500|~|15.961|14.796|14.290|14.201080|~|12.451|11.794|11.663|~
100|UCAC4 508-048845|08 44 18.4048299279 +11 28 57.953948977|0.6167|41.889999|~|14.426|13.618|13.318|13.322423|~|11.945|11.454|11.379|~
100|UCAC4 508-048855|08 44 26.9447546540 +11 27 23.067439396|0.6196|10.263300|~|15.731|15.136|14.996|14.951532|~|13.840|13.526|13.488|~
100|UCAC4 508-048856|08 44 28.5488056956 +11 25 00.558196631|1.2606|54.753399|~|15.639|14.867|14.684|14.600549|~|13.371|13.067|12.916|~
100|UCAC4 508-048861|08 44 39.1757833244 +11 33 39.076999058|1.0149|34.795502|~|14.039|13.136|12.749|12.762725|~|11.287|10.777|10.703|~
100|UCAC4 508-048870|08 44 50.3403819609 +11 31 24.321257274|1.8560|59.33|~|13.758|13.147|12.909|12.926207|~|11.808|11.439|11.370|F9
100|UCAC4 508-048878|08 44 55.3622876798 +11 25 04.724653194|0.7706|29.049999|~|13.893|13.374|13.135|13.131285|~|12.144|11.776|11.729|~
100|UCAC4 508-048886|08 45 00.6666701009 +11 32 08.632279532|1.0535|25.598801|~|15.288|14.645|14.354|14.361483|~|13.223|12.834|12.718|~
100|UCAC4 508-048891|08 45 06.0667866241 +11 29 00.212085749|0.7715|-55.790401|~|14.410|13.846|13.662|13.613263|~|12.531|12.177|12.089|~
100|UCAC4 508-048893|08 45 08.8148805696 +11 25 45.188735520|0.7874|-45.550499|~|14.214|13.370|13.010|13.030703|~|11.575|11.042|10.953|~
100|UCAC4 508-048907|08 45 40.6508081182 +11 35 20.856657009|2.6451|~|~|17.446|16.107|15.641|15.458509|~|13.376|12.677|12.524|M1.4
100|UCAC4 508-048922|08 45 56.2324292594 +11 29 14.837531030|3.4931|41.55|~|16.815|15.530|14.859|14.852585|~|12.886|12.210|12.090|M1.2
100|UCAC4 508-048928|08 46 01.5018171376 +11 27 39.650310052|0.4258|70.049797|~|16.711|16.042|15.570|16.078568|~|14.313|13.939|13.775|~
100|UCAC4 508-048956|08 46 34.1373455309 +11 35 41.099028517|2.2539|~|~|17.695|16.313|15.871|15.712930|~|13.775|13.169|12.972|M1.1
100|UCAC4 508-048967|08 46 43.5362752057 +11 33 55.331693524|0.1926|33.643700|~|14.738|13.695|13.393|13.359959|~|11.835|11.286|11.146|~
100|UCAC4 508-048975|08 46 52.4876603778 +11 25 06.055826747|0.3793|46.622299|~|16.850|15.716|15.424|15.428613|~|13.848|13.366|13.267|~
100|UCAC4 508-048981|08 46 58.7830895766 +11 28 42.482375711|2.2075|-4.04|~|15.906|14.990|14.614|14.662070|~|13.194|12.710|12.608|~
100|UCAC4 508-048985|08 47 03.2755484567 +11 28 39.326923452|0.7745|9.149260|~|12.397|11.267|10.868|10.886441|~|9.138|8.606|8.443|~
0|UCAC4 508-048987|08 47 06.6042388848 +11 34 58.020919464|1.8069|7.148390|~|15.86|14.82|14.51|14.508963|~|12.907|12.352|12.211|~
100|UCAC4 508-049397|08 54 14.4345004701 +11 31 11.968513046|0.2179|324.166992|~|14.568|13.895|13.815|13.703451|~|12.516|12.151|12.114|~
100|UCAC4 508-049441|08 55 27.4686992808 +11 26 05.712026928|1.1542|31.27|~|14.71|14.10|14.04|13.917429|~|12.950|12.642|12.607|~
100|UCAC4 508-049473|08 56 12.0315269339 +11 27 23.717182974|1.9624|12.384700|~|16.834|15.631|15.394|15.226360|~|13.645|13.045|12.929|~
66|UCAC4 508-049490|08 56 27.3668355432 +11 33 36.301036464|1.4442|~|~|17.16|16.02|15.66|15.644368|~|14.117|13.551|13.427|~
100|UCAC4 509-046753|08 43 03.7976620096 +11 44 59.468164293|0.6123|40.029999|~|14.870|14.020|14.040|13.978464|~|12.603|12.176|12.017|~
100|UCAC4 509-046760|08 43 06.6974860372 +11 40 25.452017255|0.6515|-7.836570|~|13.980|12.923|12.699|12.656273|~|11.134|10.579|10.452|~
100|UCAC4 509-046765|08 43 09.3606222165 +11 47 21.982828880|0.7931|41.047901|~|15.861|15.101|15.144|14.916465|~|13.795|13.434|13.262|~
100|UCAC4 509-046779|08 43 22.0610211299 +11 40 24.748047423|5.1450|11.244300|~|17.261|15.796|15.490|14.998958|~|12.750|12.149|11.901|M1.8
100|UCAC4 509-046781|08 43 22.6101556029 +11 42 28.370092364|0.8828|-1.043680|~|14.834|14.067|13.972|13.846724|~|12.632|12.183|12.140|~
100|UCAC4 509-046788|08 43 31.6701304594 +11 38 58.921337356|2.6154|19.820900|~|13.680|13.019|12.834|12.813874|~|11.713|11.365|11.321|~
100|UCAC4 509-046794|08 43 37.6549639287 +11 46 02.159512579|3.9183|59.628899|~|16.024|14.730|14.342|14.126685|~|12.183|11.518|11.355|~
100|UCAC4 509-046800|08 43 42.1153410792 +11 46 57.392514696|2.9497|~|~|13.061|12.260|12.011|11.974859|~|10.628|10.297|10.157|~
100|UCAC4 509-046808|08 43 50.0739010321 +11 46 03.417722817|1.5940|39.618000|~|14.910|14.118|13.954|13.851621|~|12.590|12.145|12.109|~
100|UCAC4 509-046810|08 43 57.4475784210 +11 40 55.290230631|3.3631|14.036000|~|15.062|14.171|13.810|13.803837|~|12.238|11.753|11.632|~
100|UCAC4 509-046817|08 44 09.7704125690 +11 41 02.042717222|1.9364|14.497600|~|13.860|13.300|13.092|13.098571|~|12.101|11.747|11.688|~
100|UCAC4 509-046818|08 44 13.1687509634 +11 38 23.744327007|1.3447|6.410140|~|13.981|13.543|13.383|13.339188|~|12.426|12.095|12.095|~
100|UCAC4 509-046823|08 44 24.1758182141 +11 45 23.019237462|1.5648|1.670280|~|17.522|16.483|15.448|16.075058|~|14.435|13.736|13.625|~
100|UCAC4 509-046830|08 44 31.6208105725 +11 37 23.779467428|0.0759|127.880997|~|16.919|16.124|15.956|15.801323|~|14.371|13.919|13.831|~
100|UCAC4 509-046832|08 44 34.4067942888 +11 36 35.620666416|1.1784|~|~|17.02|16.17|15.95|15.823511|~|14.336|13.790|13.714|~
100|UCAC4 509-046834|08 44 35.5773671854 +11 37 22.371057653|0.7075|-51.599602|~|14.691|13.830|13.495|13.475928|~|12.009|11.513|11.429|~
100|UCAC4 509-046840|08 44 40.0544162715 +11 39 44.576310464|2.3860|9.030040|~|15.516|14.651|14.307|14.282488|~|12.824|12.327|12.211|~
100|UCAC4 509-046850|08 44 58.1638734284 +11 44 33.300175702|2.0597|-11.243900|~|15.642|14.779|14.424|14.452140|~|13.098|12.635|12.555|~
100|UCAC4 509-046854|08 45 01.6215690789 +11 38 50.654394228|1.8794|25.745399|~|18.035|16.804|15.770|16.104359|~|14.257|13.556|13.406|~
100|UCAC4 509-046858|08 45 04.6740831531 +11 37 09.376789011|0.7418|87.689499|~|13.475|12.419|11.998|11.981770|~|10.257|9.640|9.525|~
100|UCAC4 509-046866|08 45 10.9599959393 +11 40 00.249198163|1.5221|27.93|~|13.731|12.971|12.701|12.704412|~|11.410|11.059|10.932|~
100|UCAC4 509-046876|08 45 20.9966201623 +11 46 32.853693491|6.3907|63.931000|~|17.580|15.957|15.618|14.919163|~|12.460|11.810|11.568|M2.2
100|UCAC4 509-046882|08 45 23.4371277099 +11 42 47.577691118|0.8733|32.021198|~|15.873|15.265|15.089|15.059484|~|14.029|13.628|13.617|~
100|UCAC4 509-046885|08 45 26.8502503562 +11 41 58.098664371|1.2779|-13.237900|~|13.644|13.133|12.898|12.927653|~|11.919|11.630|11.591|~
100|UCAC4 509-046909|08 45 59.4997414441 +11 41 22.365454408|0.0756|69.772499|~|15.802|14.343|13.895|13.802342|~|11.757|10.973|10.814|~
100|UCAC4 509-046915|08 46 07.4433509078 +11 37 48.451903217|1.7059|21.57|~|15.366|14.631|14.437|14.375028|~|13.158|12.723|12.624|~
100|UCAC4 509-047026|08 48 03.4596137703 +11 40 25.928934328|0.9461|15.888200|~|16.984|15.876|15.851|15.708115|~|13.917|13.443|13.266|~
