!prob.|identifier|coord1 (ICRS,J2000)|plx|radvel|Mag U|Mag B|Mag V|Mag R|Mag G|Mag I|Mag J|Mag H|Mag K|spec. type
!------|-----------------------------------|---------------------------------------|---------|-------------|---------|---------|---------|---------|---------|---------|---------|---------|---------|---------------
100|[BVM98] M 67 54|08 51 04.43 +11 41 51.6|~|~|~|21.02|19.36|~|~|~|~|~|~|~
100|Cl* NGC 2682 FBC 2731|08 50 55.8205119672 +11 45 53.568259020|1.1998|~|~|20.235|18.708|~|17.884417|16.767|~|~|~|~
100|Cl* NGC 2682 FBC 2743|08 50 56.2151249131 +11 28 31.638737455|1.1582|33.85|~|16.99|16.010|~|15.728919|~|14.299|13.82|13.76|~
100|Cl* NGC 2682 FBC 2780|08 50 57.7677807072 +11 26 23.177301432|1.0084|~|~|~|~|~|17.622303|~|15.550|14.775|14.781|~
100|Cl* NGC 2682 FBC 2783|08 50 57.9352334544 +12 06 19.922274756|1.1419|~|~|~|~|~|17.209242|~|15.299|14.628|14.600|~
100|Cl* NGC 2682 FBC 2785|08 50 57.9605761416 +11 59 50.860417128|0.8517|~|~|20.903|19.391|~|18.477840|~|~|~|~|~
100|Cl* NGC 2682 FBC 2787|08 50 57.9928721352 +11 57 08.059318632|0.3682|~|~|~|~|~|19.896318|~|~|~|~|~
100|Cl* NGC 2682 FBC 2789|08 50 58.0181370504 +11 54 22.813588260|1.3206|~|~|~|~|~|19.590927|~|16.700|16.045|15.698|~
100|Cl* NGC 2682 FBC 2792|08 50 58.1156093088 +11 28 24.748024044|1.1744|~|~|~|~|~|17.055090|~|15.11|14.47|14.29|~
100|Cl* NGC 2682 FBC 2802|08 50 58.3963693512 +11 53 55.403009196|1.2833|~|~|21.000|19.577|~|18.508316|17.285|~|~|~|~
100|Cl* NGC 2682 FBC 2811|08 50 58.6253687112 +12 29 51.572650056|5.3262|14.256000|~|~|~|~|14.387182|~|12.181|11.567|11.380|M2.1
100|Cl* NGC 2682 FBC 2827|08 50 59.2168495896 +11 58 58.294223472|1.2173|~|~|~|~|~|19.325081|~|16.82|16.21|15.57|~
100|Cl* NGC 2682 FBC 2832|08 50 59.3999241120 +12 09 54.697931424|1.0979|14.51|~|16.92|15.920|~|15.659702|~|14.081|13.60|13.47|~
100|Cl* NGC 2682 FBC 2835|08 50 59.4364276920 +11 54 52.262646048|~|-12.98|16.931|16.63|15.830|~|15.820531|14.811|14.102|13.629|13.527|~
100|Cl* NGC 2682 FBC 2838|08 50 59.6430723168 +12 08 27.804658020|1.3158|~|~|~|~|~|17.458586|~|15.435|14.802|14.705|~
100|Cl* NGC 2682 FBC 2857|08 51 00.4174418280 +11 54 04.869160056|1.2179|~|19.636|18.430|17.176|~|16.734282|15.801|~|~|~|~
100|Cl* NGC 2682 FBC 2859|08 51 00.6292693512 +11 40 02.122820976|1.3884|~|~|~|~|~|18.897678|~|16.46|15.52|15.40|~
100|Cl* NGC 2682 FBC 2865|08 51 00.7520494200 +12 09 44.381473416|1.0988|~|~|~|~|~|16.365112|~|14.749|14.126|14.033|~
100|Cl* NGC 2682 FBC 2877|08 51 01.2187911384 +11 48 21.463828812|1.1689|~|18.972|17.877|16.754|~|16.365776|15.496|~|~|~|~
100|Cl* NGC 2682 FBC 2886|08 51 01.4694046440 +12 28 45.336733536|1.1706|~|~|~|~|~|14.496150|~|13.437|13.133|13.005|~
100|Cl* NGC 2682 FBC 2906|08 51 02.1564160368 +11 56 55.591736460|0.7513|~|~|21.162|19.636|~|18.684214|~|~|~|~|~
100|Cl* NGC 2682 FBC 2907|08 51 02.1849215160 +11 30 34.972510896|1.5224|~|~|~|~|~|17.794540|~|15.59|14.94|14.55|~
100|Cl* NGC 2682 FBC 2908|08 51 02.1813896280 +11 13 41.005650504|1.3402|~|~|~|~|~|18.302986|~|15.799|15.571|14.982|~
100|Cl* NGC 2682 FBC 2911|08 51 02.3449525392 +11 48 53.515190448|1.1613|37.49|18.320|17.4|16.340|~|16.008108|15.197|~|~|~|~
100|Cl* NGC 2682 FBC 2918|08 51 02.6936646360 +12 06 39.725012268|1.1632|~|~|~|~|~|16.685137|~|14.992|14.280|14.222|~
0|Cl* NGC 2682 FBC 2920|08 51 02.7230786472 +12 03 57.491889048|0.3458|-12.84|~|17.18|16.480|~|16.319515|~|15.214|14.965|14.666|~
100|Cl* NGC 2682 FBC 2921|08 51 02.7456831096 +12 09 03.950281836|1.1681|~|~|~|~|~|16.125412|~|14.499|14.042|13.871|~
100|Cl* NGC 2682 FBC 2923|08 51 02.8188085080 +11 52 54.966011988|1.1395|~|18.911|17.817|16.724|~|16.334093|15.483|~|~|~|~
100|Cl* NGC 2682 FBC 2924|08 51 02.8626662616 +11 58 58.020548556|1.2051|37.17|17.977|17.2|16.270|~|15.949997|~|~|~|~|~
100|Cl* NGC 2682 FBC 2926|08 51 02.9327945400 +11 33 25.459648776|1.1099|33.553|~|16.83|15.670|~|15.615736|~|14.245|13.78|13.682|~
100|Cl* NGC 2682 FBC 2934|08 51 03.3113549544 +11 33 12.046247496|1.0432|~|~|~|~|~|17.323992|~|15.38|14.80|14.63|~
100|Cl* NGC 2682 FBC 2935|08 51 03.3329515560 +11 36 13.473752400|1.2491|~|~|20.774|19.133|~|18.366819|17.215|16.081|15.429|15.024|~
100|Cl* NGC 2682 FBC 2939|08 51 03.4337912952 +11 13 32.341774080|1.3875|~|~|~|~|~|18.072803|~|15.65|15.12|15.00|~
100|Cl* NGC 2682 FBC 2943|08 51 03.5346421680 +11 51 40.452268932|1.116|~|19.714|18.415|17.176|~|16.698328|15.771|~|~|~|~
100|Cl* NGC 2682 FBC 2945|08 51 03.6159294000 +11 46 55.161384060|1.1458|~|~|~|~|~|19.300303|~|16.571|15.947|~|~
100|Cl* NGC 2682 FBC 2948|08 51 03.6961785072 +11 53 05.736496092|1.0808|~|20.186|18.902|17.581|~|17.029060|16.058|~|~|~|~
100|Cl* NGC 2682 FBC 2949|08 51 03.8398948440 +11 51 39.323372760|1.1918|~|~|20.262|18.726|~|17.987682|16.894|~|~|~|~
100|Cl* NGC 2682 FBC 2962|08 51 04.3097843784 +11 58 36.164014644|1.0078|~|~|21.160|19.729|~|18.737036|~|~|~|~|~
100|Cl* NGC 2682 FBC 2969|08 51 04.4955221304 +11 41 49.135488324|1.2237|~|~|~|~|~|18.374580|~|15.33|14.78|14.52|~
100|Cl* NGC 2682 FBC 2970|08 51 04.4970346632 +11 53 01.512390804|1.1518|~|~|~|~|~|19.897640|~|~|~|~|~
100|Cl* NGC 2682 FBC 2990|08 51 05.3079185832 +12 01 49.307665188|1.0567|~|~|19.056|17.708|~|17.030830|~|~|~|~|~
100|Cl* NGC 2682 FBC 2999|08 51 05.6624489352 +12 01 30.634286160|1.0565|~|~|~|~|~|18.798012|~|16.26|15.69|15.09|~
100|Cl* NGC 2682 FBC 3003|08 51 05.8973469960 +11 53 47.454293508|0.9222|~|~|19.848|18.403|~|17.619106|16.523|~|~|~|~
100|Cl* NGC 2682 FBC 3008|08 51 06.1816946664 +11 38 12.120523944|1.803|~|~|~|~|~|19.570051|~|17.04|16.22|15.66|~
100|Cl* NGC 2682 FBC 3011|08 51 06.3696114552 +11 54 18.817683984|0.964|~|~|19.874|18.361|~|17.419231|16.217|~|~|~|~
100|Cl* NGC 2682 FBC 3012|08 51 06.3778977936 +12 01 40.956043764|1.1472|~|~|21.202|19.892|~|18.894320|~|~|~|~|~
100|Cl* NGC 2682 FBC 3015|08 51 06.4697676504 +11 41 33.883031112|1.1943|~|21.155|20.013|18.492|~|17.669428|16.527|15.276|14.666|14.440|~
100|Cl* NGC 2682 FBC 3025|08 51 06.9807362136 +11 59 45.583389132|1.146|~|19.218|18.081|16.983|~|16.507046|~|~|~|~|~
100|Cl* NGC 2682 FBC 3028|08 51 07.0577102304 +11 58 36.943694472|1.1164|~|19.571|18.461|17.286|~|16.716963|~|~|~|~|~
100|Cl* NGC 2682 FBC 3036|08 51 07.2968409168 +11 34 02.828243928|1.0385|~|~|~|~|~|18.033697|~|15.54|14.84|14.84|~
100|Cl* NGC 2682 FBC 3044|08 51 07.5834090912 +11 34 46.045175844|0.9523|~|~|~|~|~|19.026325|~|16.50|16.00|15.56|~
0|Cl* NGC 2682 FBC 306|08 48 50.5106067264 +11 34 02.003708028|2.5601|31.580900|~|~|~|~|15.167734|~|13.167|12.491|12.309|~
100|Cl* NGC 2682 FBC 3061|08 51 08.0735143968 +11 45 46.585025748|1.0058|~|20.737|19.604|18.124|~|17.485126|16.433|~|~|~|~
0|Cl* NGC 2682 FBC 3067|08 51 08.1615317472 +12 20 44.958904296|0.3132|~|~|~|15.688|~|15.579564|~|14.57|14.23|14.060|~
100|Cl* NGC 2682 FBC 3070|08 51 08.2206817032 +11 57 03.625275168|1.2225|~|~|~|~|~|19.285959|~|16.906|16.045|15.919|~
100|Cl* NGC 2682 FBC 3085|08 51 08.6652094296 +12 08 44.416993452|1.1212|~|~|~|~|~|17.055941|~|15.09|14.45|14.30|~
100|Cl* NGC 2682 FBC 3090|08 51 08.8170585192 +11 50 27.251195496|1.3303|~|~|19.413|18.176|~|17.367966|16.402|~|~|~|~
100|Cl* NGC 2682 FBC 3100|08 51 09.2150884992 +11 53 14.259136128|1.1135|~|20.245|18.950|17.644|~|17.073603|16.097|~|~|~|~
100|Cl* NGC 2682 FBC 3101|08 51 09.2348098416 +11 30 38.470022352|1.0568|32.35|~|17.34|16.270|~|15.860882|~|14.141|13.58|13.48|~
100|Cl* NGC 2682 FBC 3103|08 51 09.2539857696 +11 53 39.490896516|1.153|~|19.467|18.240|17.042|~|16.583542|15.713|~|~|~|~
100|Cl* NGC 2682 FBC 3105|08 51 09.3365699736 +12 06 16.921235268|1.391|~|~|~|~|~|17.991562|~|15.497|14.876|14.489|~
100|Cl* NGC 2682 FBC 3122|08 51 10.1264995728 +11 48 33.897452544|0.4616|~|~|~|~|~|19.622084|~|~|~|~|~
100|Cl* NGC 2682 FBC 3126|08 51 10.2563876760 +11 38 50.241917292|0.2934|~|17.101|17.161|16.556|~|16.349157|15.758|~|~|~|~
100|Cl* NGC 2682 FBC 3127|08 51 10.2716098488 +12 01 31.570455288|1.1284|37.5|17.738|17.04|16.120|~|15.816169|~|14.401|13.844|13.757|K3
100|Cl* NGC 2682 FBC 3132|08 51 10.4695429632 +11 18 14.202445500|1.1847|~|~|~|~|~|18.882645|~|16.30|15.92|15.11|~
100|Cl* NGC 2682 FBC 3133|08 51 10.4745426360 +11 40 22.105093008|1.5612|~|~|~|~|~|19.343191|~|16.64|~|~|~
100|Cl* NGC 2682 FBC 3137|08 51 10.6682930112 +11 54 34.195767048|1.2793|34.15|18.312|17.4|16.369|~|15.995755|15.235|~|~|~|~
100|Cl* NGC 2682 FBC 3139|08 51 10.7099728176 +11 53 26.617577640|1.0916|~|18.729|17.680|16.585|~|16.205864|15.405|~|~|~|~
100|Cl* NGC 2682 FBC 3140|08 51 10.7056239432 +11 19 01.645769676|1.137|~|~|~|~|~|17.255587|~|15.20|14.52|14.41|~
100|Cl* NGC 2682 FBC 3143|08 51 10.7842417488 +11 41 24.361721376|1.0834|~|~|21.389|19.643|~|18.744429|17.545|~|~|~|~
100|Cl* NGC 2682 FBC 315|08 48 51.2316326352 +11 48 29.685055608|1.1976|~|~|~|~|~|17.864147|~|15.63|14.98|14.73|~
11|Cl* NGC 2682 FBC 3158|08 51 11.2250233536 +12 17 42.680858352|0.9473|~|~|~|15.613|~|15.370017|~|14.129|13.74|13.58|~
100|Cl* NGC 2682 FBC 3165|08 51 11.4094842144 +11 47 11.017823604|0.9531|~|~|19.953|18.450|~|17.476074|16.311|~|~|~|~
100|Cl* NGC 2682 FBC 3187|08 51 12.2353826592 +11 58 51.258034020|1.602|~|~|20.733|19.247|~|18.164839|~|~|~|~|~
100|Cl* NGC 2682 FBC 3194|08 51 12.3374982576 +11 52 55.711025148|1.1385|34.41|18.784|17.63|16.424|~|15.971505|15.034|~|~|~|~
100|Cl* NGC 2682 FBC 3213|08 51 13.2338384280 +12 07 29.082440964|1.2282|~|~|~|~|~|17.905495|~|15.44|14.78|14.56|~
100|Cl* NGC 2682 FBC 3214|08 51 13.2430363152 +11 32 25.004989932|1.0678|~|~|~|~|~|17.049267|~|15.11|14.39|14.20|~
0|Cl* NGC 2682 FBC 3236|08 51 13.9622177568 +11 26 20.692702212|0.738|12.22|~|16.73|15.990|~|15.795624|~|14.64|14.29|14.12|~
100|Cl* NGC 2682 FBC 3237|08 51 13.9744310232 +11 51 29.137993740|1.1327|~|~|19.991|18.314|~|17.453979|16.350|~|~|~|~
100|Cl* NGC 2682 FBC 3242|08 51 14.1066068712 +11 54 20.712838788|1.2531|~|~|~|~|~|19.574957|~|16.638|~|15.556|~
100|Cl* NGC 2682 FBC 3248|08 51 14.3277710616 +11 31 25.920672384|1.3946|~|~|~|~|~|18.318457|~|16.10|15.26|15.14|~
100|Cl* NGC 2682 FBC 3252|08 51 14.3951423472 +12 08 17.550904164|1.2229|~|~|~|~|~|17.246660|~|15.31|14.62|14.32|~
100|Cl* NGC 2682 FBC 3253|08 51 14.4224033160 +12 08 09.301885404|1.0339|~|~|~|~|~|17.873466|~|15.697|14.993|14.764|~
100|Cl* NGC 2682 FBC 3262|08 51 14.6393071728 +11 48 50.594060124|1.1169|~|20.140|18.714|17.430|~|16.896048|15.963|~|~|~|~
100|Cl* NGC 2682 FBC 3269|08 51 14.8622904048 +11 39 32.486627772|~|~|20.000|18.834|17.413|~|17.162012|15.760|~|~|~|~
100|Cl* NGC 2682 FBC 3270|08 51 14.9202083064 +11 27 58.108048164|0.7653|~|~|~|~|~|19.198307|~|16.675|15.838|15.668|~
100|Cl* NGC 2682 FBC 3273|08 51 15.0136196976 +11 48 52.806026880|1.246|~|~|19.114|17.716|~|17.082211|16.083|~|~|~|~
100|Cl* NGC 2682 FBC 3290|08 51 15.5406789528 +12 07 50.018039256|1.1572|~|~|~|~|~|19.529203|~|16.774|16.152|~|~
100|Cl* NGC 2682 FBC 3292|08 51 15.5624483342 +11 42 29.514697374|0.3748|~|~|~|~|~|19.574213|~|~|~|~|~
100|Cl* NGC 2682 FBC 33|08 48 15.3222199512 +12 08 42.939606120|0.2788|-12.9|~|~|~|~|12.580401|~|10.736|10.058|9.898|~
100|Cl* NGC 2682 FBC 3303|08 51 15.7844707224 +11 24 14.128006248|1.0706|~|~|~|~|~|17.741510|~|15.31|14.72|14.31|~
100|Cl* NGC 2682 FBC 3304|08 51 15.7978127664 +11 57 07.966770300|1.9792|~|~|~|~|~|19.508514|~|16.848|16.329|15.878|~
100|Cl* NGC 2682 FBC 3314|08 51 16.0783317672 +11 47 14.567710560|1.5888|~|~|~|~|~|18.911783|~|~|~|~|~
100|Cl* NGC 2682 FBC 3315|08 51 16.1164058640 +12 10 53.409020988|1.2098|~|~|~|~|~|16.668568|~|14.95|14.34|14.13|~
100|Cl* NGC 2682 FBC 3318|08 51 16.2729886824 +12 06 24.603354324|1.3007|~|~|~|~|~|17.646355|~|15.470|14.735|14.543|~
100|Cl* NGC 2682 FBC 3322|08 51 16.4770946280 +11 49 00.179952204|1.1841|~|~|~|~|~|17.326880|~|15.29|14.56|14.42|~
100|Cl* NGC 2682 FBC 3323|08 51 16.5012305448 +11 27 35.008775100|1.2052|~|~|~|~|~|17.289637|~|15.36|14.64|14.53|~
100|Cl* NGC 2682 FBC 3325|08 51 16.5271464264 +11 24 46.035115704|0.6223|~|~|~|~|~|19.215769|~|16.66|15.99|15.56|~
100|Cl* NGC 2682 FBC 3328|08 51 16.5962719536 +11 57 58.042740204|0.6851|~|~|~|~|~|19.299692|~|16.68|15.79|~|~
100|Cl* NGC 2682 FBC 3331|08 51 16.7233926816 +12 17 45.426135408|1.2059|~|~|~|~|~|18.207180|~|15.69|15.04|14.74|~
100|Cl* NGC 2682 FBC 3334|08 51 16.7709444384 +12 12 57.152614500|1.1555|~|~|~|~|~|17.196882|~|15.10|14.36|14.25|~
100|Cl* NGC 2682 FBC 3348|08 51 17.0529379176 +11 48 26.807464440|1.2306|~|~|18.804|17.410|~|17.062658|15.793|~|~|~|~
100|Cl* NGC 2682 FBC 3350|08 51 17.1036891120 +11 52 05.004137748|1.0181|~|20.129|18.822|17.470|~|16.950493|15.962|~|~|~|~
100|Cl* NGC 2682 FBC 3351|08 51 17.1499310232 +12 04 51.641486256|1.3459|~|~|17.852|16.769|~|16.350328|~|~|~|~|~
100|Cl* NGC 2682 FBC 3355|08 51 17.2416142296 +11 35 12.878493504|1.2348|~|19.102|18.072|16.97|~|16.486538|15.611|14.776|14.241|14.158|~
100|Cl* NGC 2682 FBC 3362|08 51 17.4321796728 +11 56 20.662034856|1.3653|~|~|20.458|18.898|~|18.112778|~|~|~|~|~
100|Cl* NGC 2682 FBC 3365|08 51 17.5532151288 +11 31 47.878499640|1.2119|35.24|~|16.63|15.547|~|15.362796|~|13.962|13.437|13.26|~
100|Cl* NGC 2682 FBC 3369|08 51 17.6511478296 +11 38 10.085967276|1.1562|~|~|20.061|18.548|~|17.851322|16.764|~|~|~|~
100|Cl* NGC 2682 FBC 3376|08 51 17.7504292488 +11 53 45.370003380|1.3448|~|~|~|~|~|19.155470|~|16.506|16.045|15.541|~
100|Cl* NGC 2682 FBC 3377|08 51 17.8165051320 +11 31 18.901861248|1.1666|~|~|~|~|~|19.262819|~|16.60|15.91|15.36|~
100|Cl* NGC 2682 FBC 3378|08 51 17.8829144472 +11 37 38.052110244|1.0891|~|~|18.884|17.564|~|17.047773|16.104|~|~|~|~
100|Cl* NGC 2682 FBC 3385|08 51 18.1952078256 +11 56 06.584955216|1.2681|~|~|20.313|18.952|~|18.129925|~|~|~|~|~
100|Cl* NGC 2682 FBC 3392|08 51 18.4049911464 +11 41 04.210333152|1.0453|~|19.151|18.048|16.782|~|16.221020|15.295|~|~|~|~
0|Cl* NGC 2682 FBC 3394|08 51 18.5088686568 +12 25 55.563850488|0.8712|-14.77|~|~|13.920|~|13.539439|~|12.327|11.902|11.843|~
100|Cl* NGC 2682 FBC 3405|08 51 18.7565663376 +12 00 32.391120888|1.1057|~|~|21.014|19.421|~|18.526381|~|~|~|~|~
100|Cl* NGC 2682 FBC 3407|08 51 18.7776229896 +11 39 14.794491240|1.1188|~|~|~|~|~|19.398100|~|~|~|~|~
100|Cl* NGC 2682 FBC 3408|08 51 18.8145414552 +11 54 18.185315976|1.4719|~|19.301|18.045|16.814|~|16.322758|15.400|~|~|~|~
100|Cl* NGC 2682 FBC 3411|08 51 18.9768797496 +11 48 21.760122924|1.538|~|~|~|~|~|18.935101|~|~|~|~|~
100|Cl* NGC 2682 FBC 3424|08 51 19.2153207768 +11 48 27.010925784|1.3514|~|~|~|~|~|17.290668|~|15.15|14.60|14.31|~
100|Cl* NGC 2682 FBC 3426|08 51 19.2111957552 +12 11 40.194782448|0.5759|~|~|~|~|~|19.139973|~|16.762|15.885|15.656|~
100|Cl* NGC 2682 FBC 3435|08 51 19.6093539864 +11 38 06.013752828|0.2363|~|~|21.324|19.953|~|19.286308|18.307|~|~|~|~
100|Cl* NGC 2682 FBC 3441|08 51 19.7831190624 +11 37 56.515352052|1.6377|~|~|21.455|19.955|~|18.589598|17.265|~|~|~|~
100|Cl* NGC 2682 FBC 3445|08 51 19.8246362328 +12 12 20.970718920|1.2019|~|~|~|~|~|17.534235|~|15.30|14.62|14.46|~
100|Cl* NGC 2682 FBC 3450|08 51 19.8955715160 +11 41 28.264406676|1.185|~|~|~|~|~|19.882517|~|~|~|~|~
100|Cl* NGC 2682 FBC 3459|08 51 20.3354247360 +11 36 09.298559160|1.2702|~|19.193|18.049|16.735|~|16.246227|15.277|~|~|~|~
100|Cl* NGC 2682 FBC 3474|08 51 20.8772875680 +12 02 44.199742200|0.9753|~|~|21.341|19.897|~|18.883698|~|16.219|15.593|15.253|~
100|Cl* NGC 2682 FBC 3476|08 51 20.9396277480 +11 57 33.018864120|1.841|~|~|~|~|~|19.438101|~|16.76|16.26|~|~
100|Cl* NGC 2682 FBC 3483|08 51 21.2967072744 +11 54 14.520070404|1.1124|36.64|~|17.26|16.250|~|15.922810|15.111|~|~|~|~
100|Cl* NGC 2682 FBC 3487|08 51 21.3988803720 +11 44 00.890362860|1.2331|~|19.412|18.245|17.026|~|16.618692|15.711|~|~|~|~
100|Cl* NGC 2682 FBC 3488|08 51 21.3887237448 +11 56 52.689785280|1.5805|~|~|~|~|~|19.568968|~|16.752|15.973|15.735|~
100|Cl* NGC 2682 FBC 3489|08 51 21.4153843008 +11 51 27.274153860|0.9087|~|~|20.272|18.651|~|17.736376|16.591|~|~|~|~
100|Cl* NGC 2682 FBC 3490|08 51 21.4905399392 +11 33 07.328130932|1.1400|34.49|~|16.73|15.689|~|15.336060|~|13.834|13.29|13.184|~
100|Cl* NGC 2682 FBC 3507|08 51 21.9801473544 +11 55 17.934070908|1.6094|~|~|~|~|~|18.213108|~|15.752|15.152|15.037|~
100|Cl* NGC 2682 FBC 3514|08 51 22.1523410328 +11 37 10.621021440|0.4697|~|~|~|~|~|19.833311|~|~|~|~|~
100|Cl* NGC 2682 FBC 3516|08 51 22.1514507408 +11 40 38.703457380|1.4677|~|~|20.540|19.046|~|18.228241|17.108|~|~|~|~
100|Cl* NGC 2682 FBC 3521|08 51 22.2262830456 +11 50 53.551098132|1.681|~|~|~|~|~|18.637798|~|15.812|15.231|15.197|~
100|Cl* NGC 2682 FBC 3526|08 51 22.4038728936 +12 00 18.206974584|4.8831|3.256130|~|18.676|17.160|~|16.221437|~|13.845|13.275|13.060|M3.2
0|Cl* NGC 2682 FBC 3531|08 51 22.5442035768 +11 51 18.349498116|0.4318|29.34|16.846|16.81|16.179|15.820|16.026674|15.425|~|~|~|~
100|Cl* NGC 2682 FBC 3534|08 51 22.5848791536 +11 40 58.096671600|1.2257|~|19.869|18.764|17.455|~|16.955397|15.995|~|~|~|~
100|Cl* NGC 2682 FBC 3537|08 51 22.8133738152 +11 40 30.187765128|1.3136|~|~|21.287|19.486|~|18.674587|17.461|~|~|~|~
100|Cl* NGC 2682 FBC 3540|08 51 22.9015646904 +11 27 45.681071148|1.413|~|~|~|~|~|19.096348|~|16.40|15.76|15.54|~
100|Cl* NGC 2682 FBC 3544|08 51 22.9880357496 +11 46 41.799907704|0.9527|~|~|~|~|~|18.315613|~|15.93|15.46|15.27|~
100|Cl* NGC 2682 FBC 3549|08 51 23.1140568912 +11 57 36.426506472|1.2649|~|~|20.619|19.160|~|18.221039|~|~|~|~|~
100|Cl* NGC 2682 FBC 3559|08 51 23.4677209704 +11 44 46.197378132|1.1787|~|20.860|19.963|18.431|~|17.512157|16.428|~|~|~|~
100|Cl* NGC 2682 FBC 3560|08 51 23.4720419856 +12 06 03.970330668|1.2971|~|~|21.120|19.680|~|18.692816|~|~|~|~|~
100|Cl* NGC 2682 FBC 3563|08 51 23.5998947136 +11 29 19.880814660|0.6665|~|~|~|~|~|18.638817|~|16.155|15.731|15.476|~
100|Cl* NGC 2682 FBC 3565|08 51 23.7239476968 +11 44 10.758013368|1.0961|~|~|~|~|~|19.278919|~|16.67|16.01|15.79|~
100|Cl* NGC 2682 FBC 3571|08 51 23.8838172816 +12 11 02.786887068|1.0824|~|~|~|~|~|17.302053|~|15.35|14.66|14.38|~
2|Cl* NGC 2682 FBC 3586|08 51 24.2808631224 +12 05 56.497293240|1.4841|~|~|16.697|15.722|~|15.487805|~|14.065|13.547|13.411|~
100|Cl* NGC 2682 FBC 3587|08 51 24.2909210808 +12 12 39.776695380|1.1615|33.93|~|~|16.240|~|15.915327|~|14.468|13.98|13.81|~
100|Cl* NGC 2682 FBC 3593|08 51 24.3860851896 +12 00 56.745379476|0.8942|~|~|21.319|19.778|~|18.759844|~|~|~|~|~
100|Cl* NGC 2682 FBC 3596|08 51 24.4830933408 +11 33 42.420700152|0.5769|~|~|~|~|~|19.657211|~|~|~|~|~
100|Cl* NGC 2682 FBC 3597|08 51 24.4741767840 +12 02 31.404731856|1.8949|~|~|~|~|~|19.511133|~|16.76|16.16|15.78|~
100|Cl* NGC 2682 FBC 3602|08 51 24.8014430808 +11 51 49.367901096|1.1776|~|~|20.712|19.187|~|18.323610|17.170|~|~|~|~
100|Cl* NGC 2682 FBC 3606|08 51 24.9140307672 +11 50 35.927872512|1.086|~|~|~|~|~|18.437265|~|15.97|15.30|15.08|~
100|Cl* NGC 2682 FBC 3609|08 51 25.0115683176 +12 00 01.876545000|1.0024|~|~|~|~|~|18.702000|~|16.07|15.53|15.30|~
100|Cl* NGC 2682 FBC 3611|08 51 25.0854293016 +11 59 19.430686896|0.3411|~|~|~|~|~|19.335251|~|16.876|16.223|16.142|~
100|Cl* NGC 2682 FBC 3617|08 51 25.3177126632 +11 12 42.265218636|0.9356|~|~|~|~|~|16.588043|~|14.787|14.230|14.011|~
100|Cl* NGC 2682 FBC 3620|08 51 25.4809552632 +11 55 38.704192752|1.0542|~|~|19.381|17.941|~|17.374266|16.322|~|~|~|~
100|Cl* NGC 2682 FBC 3624|08 51 25.6205873112 +12 30 57.379999320|1.1544|~|~|~|~|~|17.070616|~|15.12|14.46|14.33|~
100|Cl* NGC 2682 FBC 3626|08 51 25.7047034064 +11 40 56.833790808|1.1546|~|~|21.919|20.147|~|19.177839|17.909|~|~|~|~
100|Cl* NGC 2682 FBC 3631|08 51 25.9349768352 +12 01 36.004581300|1.3418|~|~|~|~|~|19.520283|~|16.97|16.50|15.96|~
100|Cl* NGC 2682 FBC 3634|08 51 25.9206278664 +11 17 37.473044964|0.8636|~|~|~|~|~|18.929501|~|16.702|16.031|15.717|~
100|Cl* NGC 2682 FBC 3645|08 51 26.2964810808 +12 06 21.898961208|1.2676|~|~|~|~|~|18.230047|~|16.118|15.307|15.051|~
100|Cl* NGC 2682 FBC 3655|08 51 26.4604749792 +11 42 39.188382264|1.0925|~|18.847|17.741|16.600|~|16.251160|15.412|~|~|~|~
100|Cl* NGC 2682 FBC 366|08 48 55.5310713360 +11 56 56.681237976|1.0828|~|~|~|~|~|17.228907|~|15.27|14.65|14.36|~
100|Cl* NGC 2682 FBC 3666|08 51 26.8360388544 +11 42 23.516977572|1.2446|~|20.915|19.700|18.231|~|17.541813|16.479|~|~|~|~
100|Cl* NGC 2682 FBC 3675|08 51 27.0277701120 +12 14 08.717114112|1.1987|~|~|~|~|~|17.344692|~|15.38|14.66|14.44|~
100|Cl* NGC 2682 FBC 3681|08 51 27.2573909880 +11 48 09.973321704|1.2571|~|~|~|~|~|17.012089|~|14.82|14.15|13.96|~
100|Cl* NGC 2682 FBC 3697|08 51 27.9410234280 +12 09 06.810583212|1.0789|34.55|~|17.54|16.470|~|16.165909|~|14.560|14.03|13.84|~
100|Cl* NGC 2682 FBC 3698|08 51 27.9391681536 +11 40 02.944078644|1.1843|~|20.493|19.395|17.957|~|17.356447|16.284|~|~|~|~
100|Cl* NGC 2682 FBC 3700|08 51 27.9557669712 +12 06 50.615134236|0.5851|~|~|~|~|~|19.796186|~|16.96|16.31|16.05|~
100|Cl* NGC 2682 FBC 3703|08 51 28.0424661744 +11 42 34.868535840|0.9296|~|~|20.263|18.589|~|17.831444|16.682|~|~|~|~
100|Cl* NGC 2682 FBC 3704|08 51 28.0583036424 +11 53 19.598710092|0.9654|~|~|17.800|16.666|~|16.299547|15.457|~|~|~|~
100|Cl* NGC 2682 FBC 3707|08 51 28.1958280368 +11 34 35.387357160|0.7769|~|~|~|~|~|18.366787|~|15.98|15.48|15.09|~
100|Cl* NGC 2682 FBC 3709|08 51 28.3043264496 +11 59 14.602325928|1.3805|~|~|20.438|18.946|~|18.040232|~|~|~|~|~
